Date_of_journey,Journey_day,Airline,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Fare
2023-01-20,Friday,Indigo,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Bangalore,7.25,10388
2023-02-03,Friday,Air India,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,2.75,5241
2023-03-02,Thursday,AkasaAir,Economy,Hyderabad,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,1.1667,2460
2023-01-23,Monday,AirAsia,Economy,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,11.3333,11557
2023-01-17,Tuesday,Vistara,Premium Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,4.75,39618
2023-03-03,Friday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,7.25,41281
2023-01-24,Tuesday,Indigo,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,6.4167,7285
2023-01-26,Thursday,Vistara,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,15.75,13069
2023-01-28,Saturday,AirAsia,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,0.9167,2358
2023-02-08,Wednesday,Air India,Business,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.1667,51830
2023-02-02,Thursday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,25.25,16494
2023-03-05,Sunday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,6.75,15021
2023-02-19,Sunday,Vistara,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,13.1667,9977
2023-02-26,Sunday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.0833,62831
2023-03-04,Saturday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Chennai,7.1667,13710
2023-01-23,Monday,Indigo,Economy,Kolkata,12 PM - 6 PM,non-stop,12 PM - 6 PM,Hyderabad,2.1667,7872
2023-01-26,Thursday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,7.75,7146
2023-02-17,Friday,Indigo,Economy,Hyderabad,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,5.8333,12804
2023-01-27,Friday,Indigo,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Delhi,9.3333,5105
2023-01-27,Friday,Vistara,Business,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,14.5,87292
2023-02-10,Friday,Air India,Business,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,15.0,45345
2023-01-27,Friday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Delhi,13.5833,16822
2023-01-27,Friday,Air India,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,15.9167,51505
2023-02-23,Thursday,Air India,Economy,Kolkata,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.25,5982
2023-02-25,Saturday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.3333,7840
2023-02-20,Monday,Indigo,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Chennai,5.5,17442
2023-02-24,Friday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Chennai,16.6667,49613
2023-02-26,Sunday,Vistara,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Chennai,7.9167,57565
2023-02-15,Wednesday,Vistara,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,10.25,4724
2023-02-11,Saturday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.3333,18237
2023-01-24,Tuesday,Air India,Economy,Bangalore,Before 6 AM,1-stop,12 PM - 6 PM,Hyderabad,6.25,14373
2023-02-06,Monday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Chennai,13.3333,52023
2023-03-03,Friday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,15.3333,53164
2023-01-16,Monday,Vistara,Premium Economy,Bangalore,After 6 PM,1-stop,After 6 PM,Ahmedabad,5.4167,24315
2023-01-17,Tuesday,Air India,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Chennai,8.9167,50894
2023-02-15,Wednesday,Indigo,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Chennai,6.9167,5007
2023-02-22,Wednesday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.25,5203
2023-02-24,Friday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.8333,14670
2023-02-01,Wednesday,Vistara,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.6667,13241
2023-02-16,Thursday,Air India,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,1.9167,2602
2023-02-02,Thursday,Vistara,Premium Economy,Kolkata,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Mumbai,23.0833,15220
2023-02-14,Tuesday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,Before 6 AM,Mumbai,14.6667,10742
2023-01-29,Sunday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Chennai,7.1667,19241
2023-02-03,Friday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,4.8333,18237
2023-01-23,Monday,Vistara,Business,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Bangalore,12.0,69690
2023-02-24,Friday,Vistara,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.1667,65181
2023-02-18,Saturday,AirAsia,Economy,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,11.3333,8815
2023-02-09,Thursday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,19.0833,12807
2023-01-31,Tuesday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,6.1667,9171
2023-01-17,Tuesday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,10.3333,17570
2023-02-04,Saturday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,9.9167,10457
2023-01-28,Saturday,Vistara,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,19.9167,19344
2023-02-16,Thursday,Vistara,Premium Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Mumbai,5.5833,19262
2023-02-26,Sunday,Vistara,Premium Economy,Ahmedabad,After 6 PM,1-stop,12 PM - 6 PM,Chennai,19.8333,14841
2023-02-14,Tuesday,GO FIRST,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,4.0,5014
2023-01-29,Sunday,Indigo,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,7.0,11226
2023-02-17,Friday,Vistara,Business,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,7.0833,78789
2023-02-16,Thursday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,9.1667,55684
2023-02-06,Monday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,15.4167,12558
2023-01-19,Thursday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,9.5833,14399
2023-03-01,Wednesday,Indigo,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.8333,5236
2023-02-03,Friday,Vistara,Premium Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,8.3333,16958
2023-01-31,Tuesday,Air India,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,11.5,13620
2023-01-22,Sunday,Indigo,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,7.9167,6601
2023-02-04,Saturday,Vistara,Premium Economy,Chennai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,16.25,17054
2023-01-31,Tuesday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.3333,24137
2023-01-29,Sunday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,13.1667,15309
2023-02-06,Monday,Vistara,Business,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,16.1667,58241
2023-01-26,Thursday,Vistara,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.5833,15957
2023-02-08,Wednesday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,11.1667,54608
2023-01-31,Tuesday,Vistara,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,14.1667,13708
2023-01-21,Saturday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,8.5833,36142
2023-02-25,Saturday,Indigo,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,10.5833,3694
2023-03-01,Wednesday,Air India,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Chennai,20.75,49613
2023-02-07,Tuesday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,10.1667,70268
2023-03-05,Sunday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,10.6667,32617
2023-02-20,Monday,Vistara,Business,Ahmedabad,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,1.6667,19747
2023-01-29,Sunday,Vistara,Economy,Ahmedabad,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,16.0833,21371
2023-01-27,Friday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,10.5,10977
2023-03-06,Monday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Chennai,22.75,16394
2023-01-26,Thursday,Vistara,Premium Economy,Ahmedabad,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,5.75,14207
2023-01-19,Thursday,Air India,Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,27.0833,11897
2023-01-19,Thursday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.3333,14895
2023-02-14,Tuesday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,10.5,57665
2023-01-16,Monday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Chennai,17.4167,27830
2023-01-23,Monday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,6.3333,43729
2023-01-31,Tuesday,Air India,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.8333,10480
2023-03-03,Friday,Air India,Economy,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,16.6667,11065
2023-03-06,Monday,Air India,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Mumbai,2.4167,5955
2023-02-22,Wednesday,Air India,Business,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,22.75,51830
2023-02-13,Monday,Vistara,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,13.3333,41281
2023-02-20,Monday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,9.75,11933
2023-02-04,Saturday,Vistara,Premium Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,15.5833,18927
2023-01-24,Tuesday,Air India,Economy,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,21.0,14373
2023-02-03,Friday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,8.9167,68597
2023-01-24,Tuesday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,16.9167,11959
2023-02-14,Tuesday,Air India,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,11.5833,10579
2023-02-04,Saturday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,After 6 PM,Bangalore,26.3333,7765
2023-02-12,Sunday,Vistara,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,8.25,9298
2023-02-01,Wednesday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,11.4167,11328
2023-02-16,Thursday,Indigo,Economy,Hyderabad,After 6 PM,1-stop,Before 6 AM,Kolkata,6.8333,6189
2023-01-31,Tuesday,Vistara,Business,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.3333,55056
2023-01-27,Friday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,8.4167,47361
2023-01-30,Monday,Air India,Business,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,25.4167,43300
2023-01-26,Thursday,Indigo,Economy,Hyderabad,After 6 PM,non-stop,After 6 PM,Mumbai,1.5,5527
2023-01-31,Tuesday,Indigo,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.5,5940
2023-02-20,Monday,Vistara,Economy,Ahmedabad,Before 6 AM,1-stop,After 6 PM,Bangalore,40.4167,8164
2023-02-08,Wednesday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,25.1667,8885
2023-01-23,Monday,AirAsia,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,15.25,9910
2023-01-18,Wednesday,Air India,Economy,Mumbai,After 6 PM,2+-stop,12 PM - 6 PM,Kolkata,19.9167,12023
2023-01-23,Monday,Air India,Business,Ahmedabad,6 AM - 12 PM,2+-stop,After 6 PM,Hyderabad,13.0833,62667
2023-01-18,Wednesday,Vistara,Business,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Chennai,15.6667,86353
2023-01-24,Tuesday,Indigo,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,6.5833,15170
2023-03-04,Saturday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,10.0833,12737
2023-02-14,Tuesday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.5,11758
2023-02-27,Monday,Vistara,Business,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,11.9167,32684
2023-02-01,Wednesday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,21.6667,9333
2023-03-05,Sunday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,12.4167,11865
2023-01-27,Friday,Vistara,Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,19.0,12045
2023-02-21,Tuesday,Indigo,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,5.4167,6085
2023-02-10,Friday,Indigo,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,7.3333,8931
2023-03-04,Saturday,Air India,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.1667,5542
2023-03-03,Friday,AirAsia,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,8.3333,5319
2023-01-29,Sunday,Vistara,Business,Bangalore,After 6 PM,1-stop,After 6 PM,Ahmedabad,25.75,59964
2023-01-17,Tuesday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,16.1667,26805
2023-02-01,Wednesday,Air India,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.25,49713
2023-01-26,Thursday,SpiceJet,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,8.1667,12945
2023-02-15,Wednesday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,4.75,39377
2023-01-20,Friday,Air India,Business,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,25.4167,43300
2023-03-05,Sunday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.1667,53152
2023-02-06,Monday,AkasaAir,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Hyderabad,1.3333,2305
2023-02-17,Friday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,6.8333,6873
2023-02-05,Sunday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,10.75,17813
2023-02-17,Friday,Air India,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.5,11629
2023-02-10,Friday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.1667,9135
2023-01-22,Sunday,Indigo,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Hyderabad,1.25,4849
2023-02-09,Thursday,Vistara,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,13.8333,57677
2023-01-23,Monday,Vistara,Business,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,2.0833,23998
2023-01-22,Sunday,Vistara,Business,Chennai,After 6 PM,1-stop,After 6 PM,Delhi,21.5,93494
2023-02-08,Wednesday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,14.8333,53209
2023-02-03,Friday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,13.5,41549
2023-03-02,Thursday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,11.25,8971
2023-03-06,Monday,Air India,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,2.0,2602
2023-02-27,Monday,Air India,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,13.1667,7194
2023-02-26,Sunday,Air India,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,24.5833,7908
2023-01-21,Saturday,Vistara,Premium Economy,Delhi,After 6 PM,2+-stop,6 AM - 12 PM,Chennai,14.25,24283
2023-03-02,Thursday,Indigo,Economy,Ahmedabad,Before 6 AM,1-stop,6 AM - 12 PM,Hyderabad,7.0833,5616
2023-01-30,Monday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,15.75,5233
2023-02-11,Saturday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,11.0,69997
2023-03-06,Monday,Vistara,Business,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,20.25,47937
2023-01-19,Thursday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,8.5,22497
2023-02-24,Friday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,3.6667,6822
2023-03-06,Monday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.8333,8108
2023-01-29,Sunday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Chennai,13.3333,15362
2023-02-02,Thursday,Air India,Business,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,21.75,32646
2023-01-21,Saturday,Indigo,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Chennai,7.6667,5630
2023-03-01,Wednesday,Air India,Business,Kolkata,After 6 PM,1-stop,After 6 PM,Bangalore,24.25,60996
2023-01-22,Sunday,Indigo,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.25,15297
2023-02-21,Tuesday,Air India,Business,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,13.25,50289
2023-03-06,Monday,SpiceJet,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Chennai,13.1667,6602
2023-01-26,Thursday,GO FIRST,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Mumbai,1.9167,4807
2023-02-24,Friday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,9.0833,16516
2023-01-21,Saturday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,6.9167,16456
2023-03-02,Thursday,Indigo,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Hyderabad,1.25,4573
2023-02-11,Saturday,Air India,Business,Delhi,After 6 PM,non-stop,After 6 PM,Mumbai,2.25,22152
2023-01-25,Wednesday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,9.3333,15642
2023-02-11,Saturday,Indigo,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Delhi,2.9167,6705
2023-02-04,Saturday,Air India,Economy,Mumbai,12 PM - 6 PM,2+-stop,6 AM - 12 PM,Bangalore,16.5833,15447
2023-01-28,Saturday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.25,12329
2023-02-13,Monday,Vistara,Economy,Mumbai,12 PM - 6 PM,2+-stop,After 6 PM,Chennai,8.1667,37534
2023-02-21,Tuesday,Vistara,Premium Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,9.8333,15838
2023-02-28,Tuesday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,8.0,52527
2023-01-29,Sunday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,7.1667,26846
2023-02-18,Saturday,Air India,Business,Chennai,After 6 PM,1-stop,After 6 PM,Kolkata,22.5,55537
2023-02-07,Tuesday,Air India,Economy,Mumbai,12 PM - 6 PM,non-stop,After 6 PM,Chennai,2.4167,3318
2023-03-03,Friday,Vistara,Business,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.75,33828
2023-02-23,Thursday,Vistara,Business,Delhi,After 6 PM,1-stop,After 6 PM,Chennai,23.1667,45672
2023-02-01,Wednesday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,9.3333,11328
2023-02-03,Friday,Vistara,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.5833,69101
2023-02-21,Tuesday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,24.5,39545
2023-02-20,Monday,AirAsia,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,9.4167,8292
2023-02-16,Thursday,GO FIRST,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,10.5,6816
2023-01-20,Friday,Vistara,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,9.6667,16028
2023-02-01,Wednesday,Vistara,Premium Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Bangalore,1.3333,3928
2023-02-03,Friday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,27.0,11060
2023-01-24,Tuesday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,8.0,13533
2023-01-28,Saturday,Air India,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,3.0,7443
2023-02-22,Wednesday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,After 6 PM,Mumbai,20.75,26556
2023-02-14,Tuesday,Indigo,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Ahmedabad,1.75,2595
2023-01-28,Saturday,Air India,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,13.8333,11671
2023-02-05,Sunday,Vistara,Premium Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.9167,16958
2023-02-02,Thursday,Indigo,Economy,Ahmedabad,6 AM - 12 PM,non-stop,6 AM - 12 PM,Hyderabad,1.9167,5058
2023-02-09,Thursday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,10.1667,49086
2023-01-24,Tuesday,Vistara,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,9.25,15742
2023-01-24,Tuesday,Air India,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,12.5,50969
2023-02-22,Wednesday,Indigo,Economy,Hyderabad,After 6 PM,non-stop,After 6 PM,Bangalore,1.25,3847
2023-02-20,Monday,Vistara,Premium Economy,Chennai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,21.5833,13184
2023-01-31,Tuesday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,6.3333,11928
2023-01-28,Saturday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,8.5,62560
2023-02-08,Wednesday,Air India,Economy,Delhi,After 6 PM,1-stop,After 6 PM,Bangalore,19.9167,8129
2023-02-06,Monday,Air India,Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,22.75,10805
2023-03-01,Wednesday,Vistara,Business,Kolkata,After 6 PM,non-stop,After 6 PM,Mumbai,2.8333,32000
2023-02-03,Friday,Vistara,Economy,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,14.25,9109
2023-02-14,Tuesday,GO FIRST,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.0833,9126
2023-01-27,Friday,Vistara,Business,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.3333,78464
2023-01-18,Wednesday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,10.3333,23385
2023-02-23,Thursday,Air India,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,13.8333,4032
2023-02-28,Tuesday,Vistara,Business,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,16.1667,53761
2023-02-03,Friday,Indigo,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,4.9167,8463
2023-02-10,Friday,Vistara,Economy,Kolkata,6 AM - 12 PM,2+-stop,After 6 PM,Ahmedabad,13.6667,20766
2023-02-18,Saturday,Vistara,Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,14.75,11572
2023-01-30,Monday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,8.1667,8103
2023-02-06,Monday,Vistara,Business,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Delhi,24.8333,33828
2023-01-19,Thursday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.0833,14907
2023-02-06,Monday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,10.1667,11060
2023-02-20,Monday,Air India,Economy,Kolkata,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,3.25,7242
